"","st_fips","st_year","st_state","st_stateabb","st_total","st_dem","st_rep","st_repshare","st_demshare","st_income","st_inc10k"
"251",1,1988,"Alabama","AL",1378,550,816,0.597364544868469,0.402635425329208,18167.5078125,1.8167507648468
"252",2,1988,"Alaska","AK",200,73,119,0.619791686534882,0.380208343267441,26402.435546875,2.64024353027344
"253",4,1988,"Arizona","AZ",1172,454,703,0.607605874538422,0.392394125461578,20725.919921875,2.07259202003479
"254",5,1988,"Arkansas","AR",828,349,467,0.572303950786591,0.427696079015732,17110.455078125,1.71104550361633
"255",6,1988,"California","CA",9887,4702,5055,0.518089592456818,0.481910437345505,25993.939453125,2.59939384460449
"256",8,1988,"Colorado","CO",1372,621,728,0.539659023284912,0.46034100651741,22719.33203125,2.27193331718445
"257",9,1988,"Connecticut","CT",1443,677,750,0.525578141212463,0.474421858787537,31544.458984375,3.15444588661194
"258",10,1988,"Delaware","DE",250,109,140,0.562249004840851,0.437750995159149,25207.44921875,2.52074503898621
"259",12,1988,"Florida","FL",4302,1657,2619,0.612488329410553,0.387511700391769,23045.599609375,2.30455994606018
"260",13,1988,"Georgia","GA",1810,715,1081,0.601893067359924,0.398106902837753,20873.13671875,2.08731365203857
"261",15,1988,"Hawaii","HI",354,192,159,0.452991455793381,0.547008574008942,24763.142578125,2.47631430625916
"262",16,1988,"Idaho","ID",409,147,254,0.633416473865509,0.366583555936813,17895.619140625,1.78956186771393
"263",17,1988,"Illinois","IL",4559,2216,2311,0.510492622852325,0.489507406949997,24686.21875,2.46862196922302
"264",18,1988,"Indiana","IN",2169,861,1298,0.6012042760849,0.3987957239151,20520.34375,2.05203437805176
"265",19,1988,"Iowa","IA",1226,671,545,0.448190778493881,0.551809191703796,20320.07421875,2.03200745582581
"266",20,1988,"Kansas","KS",993,423,554,0.567041993141174,0.432958036661148,21585.353515625,2.15853524208069
"267",21,1988,"Kentucky","KY",1323,580,734,0.558599710464478,0.441400289535522,17989.78515625,1.79897856712341
"268",22,1988,"Louisiana","LA",1628,717,884,0.552154898643494,0.447845101356506,17289.50390625,1.72895038127899
"269",23,1988,"Maine","ME",555,244,307,0.557168781757355,0.442831218242645,20836.001953125,2.08360028266907
"270",24,1988,"Maryland","MD",1714,826,876,0.514688611030579,0.485311388969421,27297.681640625,2.7297682762146
"271",25,1988,"Massachusetts","MA",2633,1401,1195,0.460323572158813,0.539676427841187,28304.333984375,2.83043336868286
"272",26,1988,"Michigan","MI",3669,1676,1965,0.539686918258667,0.460313111543655,22584.05078125,2.25840497016907
"273",27,1988,"Minnesota","MN",2097,1109,962,0.464509904384613,0.535490095615387,23224.6484375,2.32246494293213
"274",28,1988,"Mississippi","MS",932,364,558,0.605206072330475,0.394793927669525,15333.2275390625,1.53332281112671
"275",29,1988,"Missouri","MO",2094,1002,1085,0.519885003566742,0.480114996433258,21228.58203125,2.12285828590393
"276",30,1988,"Montana","MT",366,169,190,0.529247939586639,0.470752090215683,17634.33984375,1.76343393325806
"277",31,1988,"Nebraska","NE",661,259,398,0.605783879756927,0.394216120243073,21179.509765625,2.11795091629028
"278",32,1988,"Nevada","NV",350,133,206,0.607669591903687,0.392330378293991,24096.01953125,2.40960192680359
"279",33,1988,"New Hampshire","NH",451,164,282,0.632286965847015,0.367713004350662,25946.193359375,2.5946192741394
"280",34,1988,"New Jersey","NJ",3100,1320,1743,0.569049954414368,0.430950045585632,29162.443359375,2.91624426841736
"281",35,1988,"New Mexico","NM",521,244,270,0.525291800498962,0.474708169698715,17634.33984375,1.76343393325806
"282",36,1988,"New York","NY",6486,3348,3082,0.47931569814682,0.52068430185318,27556.30859375,2.75563097000122
"283",37,1988,"North Carolina","NC",2134,890,1237,0.581570267677307,0.41842970252037,20422.19921875,2.04221987724304
"284",38,1988,"North Dakota","ND",297,128,167,0.566101670265198,0.43389829993248,16884.986328125,1.68849861621857
"285",39,1988,"Ohio","OH",4394,1940,2417,0.554739475250244,0.445260494947433,22061.4921875,2.20614910125732
"286",40,1988,"Oklahoma","OK",1171,483,678,0.583979308605194,0.416020661592484,18854.525390625,1.88545250892639
"287",41,1988,"Oregon","OR",1202,616,560,0.476190477609634,0.523809552192688,21020.35546875,2.10203552246094
"288",42,1988,"Pennsylvania","PA",4536,2195,2300,0.511679649353027,0.488320350646973,22802.888671875,2.28028893470764
"289",44,1988,"Rhode Island","RI",405,225,178,0.441687345504761,0.558312654495239,23932.88671875,2.39328861236572
"290",45,1988,"South Carolina","SC",986,371,606,0.620266139507294,0.379733890295029,18467.248046875,1.84672474861145
"291",46,1988,"South Dakota","SD",313,146,165,0.530546605587006,0.469453364610672,18192.70703125,1.81927073001862
"292",47,1988,"Tennessee","TN",1636,680,947,0.582052886486053,0.417947143316269,19703.349609375,1.97033500671387
"293",48,1988,"Texas","TX",5427,2353,3037,0.563450813293457,0.436549156904221,20325.37890625,2.03253793716431
"294",49,1988,"Utah","UT",647,207,428,0.674015760421753,0.325984239578247,17496.40625,1.749640583992
"295",50,1988,"Vermont","VT",243,116,124,0.516666650772095,0.483333319425583,21210.015625,2.12100148200989
"296",51,1988,"Virginia","VA",2192,860,1309,0.603503942489624,0.396496087312698,24554.916015625,2.45549154281616
"297",53,1988,"Washington","WA",1865,934,904,0.491838961839676,0.508161067962646,22767.078125,2.27670788764954
"298",54,1988,"West Virginia","WV",653,341,310,0.476190477609634,0.523809552192688,16610.443359375,1.66104435920715
"299",55,1988,"Wisconsin","WI",2192,1127,1047,0.481600731611252,0.518399238586426,21296.22265625,2.12962222099304
"300",56,1988,"Wyoming","WY",177,67,107,0.61494255065918,0.385057479143143,19785.580078125,1.97855806350708
"301",1,1992,"Alabama","AL",1688,690,804,0.538152635097504,0.461847394704819,19377.09375,1.93770933151245
"302",2,1992,"Alaska","AK",259,78,102,0.566666662693024,0.433333337306976,26600.30859375,2.66003084182739
"303",4,1992,"Arizona","AZ",1487,543,572,0.51300448179245,0.48699551820755,19880.3359375,1.9880336523056
"304",5,1992,"Arkansas","AR",951,506,337,0.399762749671936,0.600237250328064,18126.814453125,1.8126814365387
"305",6,1992,"California","CA",11132,5121,3631,0.414876610040665,0.585123419761658,25153.205078125,2.51532053947449
"306",8,1992,"Colorado","CO",1569,630,563,0.471919536590576,0.528080463409424,23606.572265625,2.36065721511841
"307",9,1992,"Connecticut","CT",1616,682,578,0.458730161190033,0.541269838809967,31717.73046875,3.17177295684814
"308",10,1992,"Delaware","DE",290,126,102,0.447368413209915,0.552631556987762,25352.265625,2.53522658348083
"309",12,1992,"Florida","FL",5314,2073,2173,0.51177579164505,0.48822420835495,22832.6953125,2.28326964378357
"310",13,1992,"Georgia","GA",2321,1009,995,0.496506989002228,0.503493010997772,21331.9140625,2.13319134712219
"311",15,1992,"Hawaii","HI",373,179,137,0.433544307947159,0.566455721855164,26939.158203125,2.69391584396362
"312",16,1992,"Idaho","ID",482,137,203,0.597058832645416,0.402941167354584,19115.408203125,1.91154086589813
"313",17,1992,"Illinois","IL",5050,2453,1734,0.414139002561569,0.585861027240753,25218.068359375,2.52180671691895
"314",18,1992,"Indiana","IN",2306,848,989,0.53837776184082,0.461622208356857,21289.41796875,2.12894177436829
"315",19,1992,"Iowa","IA",1355,586,505,0.462878108024597,0.537121891975403,21062.3984375,2.10623979568481
"316",20,1992,"Kansas","KS",1157,390,450,0.535714268684387,0.46428570151329,22021.916015625,2.20219159126282
"317",21,1992,"Kentucky","KY",1493,665,617,0.481279253959656,0.518720746040344,19207.109375,1.92071092128754
"318",22,1992,"Louisiana","LA",1790,816,733,0.473208516836166,0.526791453361511,18755.30859375,1.87553083896637
"319",23,1992,"Maine","ME",679,263,207,0.440425544977188,0.559574484825134,20412.65625,2.04126572608948
"320",24,1992,"Maryland","MD",1985,989,707,0.416863203048706,0.583136796951294,26995.07421875,2.69950747489929
"321",25,1992,"Massachusetts","MA",2774,1319,805,0.379001885652542,0.62099814414978,27441.283203125,2.74412822723389
"322",26,1992,"Michigan","MI",4275,1871,1555,0.453882068395615,0.546117901802063,22744.349609375,2.27443504333496
"323",27,1992,"Minnesota","MN",2348,1021,748,0.422837764024734,0.577162265777588,23980.08984375,2.39800906181335
"324",28,1992,"Mississippi","MS",982,400,488,0.549549520015717,0.450450450181961,16281.58984375,1.62815892696381
"325",29,1992,"Missouri","MO",2392,1054,811,0.434852540493011,0.565147459506989,21638.33203125,2.1638331413269
"326",30,1992,"Montana","MT",411,155,144,0.481605350971222,0.518394649028778,18862.66796875,1.88626682758331
"327",31,1992,"Nebraska","NE",738,217,344,0.613190710544586,0.386809259653091,21638.33203125,2.1638331413269
"328",32,1992,"Nevada","NV",506,189,176,0.482191771268845,0.517808198928833,24696.931640625,2.46969318389893
"329",33,1992,"New Hampshire","NH",538,209,202,0.491484194993973,0.50851583480835,24605.23046875,2.46052312850952
"330",34,1992,"New Jersey","NJ",3344,1436,1357,0.485857486724854,0.514142513275146,29503.462890625,2.95034623146057
"331",35,1992,"New Mexico","NM",570,262,213,0.448421061038971,0.551578938961029,18198.38671875,1.81983864307404
"332",36,1992,"New York","NY",6927,3444,2347,0.40528404712677,0.59471595287323,27809.2109375,2.78092098236084
"333",37,1992,"North Carolina","NC",2612,1114,1135,0.504668712615967,0.495331257581711,21071.345703125,2.10713458061218
"334",38,1992,"North Dakota","ND",308,99,136,0.578723430633545,0.421276599168777,19759.55859375,1.97595584392548
"335",39,1992,"Ohio","OH",4940,1985,1894,0.488270163536072,0.511729836463928,22435.693359375,2.24356937408447
"336",40,1992,"Oklahoma","OK",1390,473,593,0.556285202503204,0.443714827299118,19431.890625,1.94318902492523
"337",41,1992,"Oregon","OR",1463,621,476,0.433910667896271,0.566089332103729,21510.84375,2.15108442306519
"338",42,1992,"Pennsylvania","PA",4960,2239,1792,0.444554686546326,0.555445313453674,23747.48046875,2.37474799156189
"339",44,1992,"Rhode Island","RI",453,213,132,0.382608681917191,0.617391288280487,23335.939453125,2.33359384536743
"340",45,1992,"South Carolina","SC",1203,480,578,0.54631382226944,0.453686207532883,18958.84375,1.89588439464569
"341",46,1992,"South Dakota","SD",336,125,137,0.522900760173798,0.477099239826202,19904.939453125,1.99049389362335
"342",47,1992,"Tennessee","TN",1983,934,841,0.473802804946899,0.526197195053101,20774.990234375,2.07749891281128
"343",48,1992,"Texas","TX",6154,2282,2496,0.522394299507141,0.477605700492859,21154.1015625,2.1154100894928
"344",49,1992,"Utah","UT",744,183,323,0.638339936733246,0.361660093069077,18021.693359375,1.80216932296753
"345",50,1992,"Vermont","VT",290,134,88,0.396396398544312,0.603603601455688,21320.73046875,2.13207316398621
"346",51,1992,"Virginia","VA",2559,1039,1151,0.525570750236511,0.474429219961166,24391.630859375,2.43916296958923
"347",53,1992,"Washington","WA",2288,993,731,0.424013912677765,0.575986087322235,24277.5625,2.42775630950928
"348",54,1992,"West Virginia","WV",684,331,242,0.422338575124741,0.577661454677582,18018.337890625,1.80183374881744
"349",55,1992,"Wisconsin","WI",2531,1041,931,0.472109526395798,0.52789044380188,22011.849609375,2.20118498802185
"350",56,1992,"Wyoming","WY",201,68,79,0.537414968013763,0.462585031986237,21634.9765625,2.16349768638611
"351",1,1996,"Alabama","AL",1534,662,769,0.537386417388916,0.462613552808762,20081,2.0081000328064
"352",2,1996,"Alaska","AK",242,80,123,0.605911314487457,0.39408865571022,25805.001953125,2.58050012588501
"353",4,1996,"Arizona","AZ",1404,653,622,0.487843126058578,0.512156844139099,20823,2.08229994773865
"354",5,1996,"Arkansas","AR",884,475,325,0.40625,0.59375,18926,1.89260005950928
"355",6,1996,"California","CA",10019,5120,3828,0.427805095911026,0.572194874286652,25312.001953125,2.53120017051697
"356",8,1996,"Colorado","CO",1511,671,692,0.507703602313995,0.492296397686005,25570.001953125,2.55700016021729
"357",9,1996,"Connecticut","CT",1393,736,483,0.396226406097412,0.603773593902588,32424.001953125,3.24240016937256
"358",10,1996,"Delaware","DE",271,140,99,0.414225935935974,0.585774064064026,25727.001953125,2.5727002620697
"359",12,1996,"Florida","FL",5304,2547,2245,0.46848914027214,0.531510829925537,23655,2.36549997329712
"360",13,1996,"Georgia","GA",2299,1054,1081,0.506323158740997,0.49367681145668,22945,2.29450011253357
"361",15,1996,"Hawaii","HI",360,205,114,0.357366770505905,0.642633199691772,25024,2.50239992141724
"362",16,1996,"Idaho","ID",492,165,257,0.609004735946655,0.390995264053345,20248,2.02480006217957
"363",17,1996,"Illinois","IL",4311,2342,1587,0.403919577598572,0.596080422401428,26449.001953125,2.64490008354187
"364",18,1996,"Indiana","IN",2136,887,1007,0.531678974628448,0.468321025371552,22368,2.23679995536804
"365",19,1996,"Iowa","IA",1234,620,493,0.442947000265121,0.557053029537201,22521,2.25209999084473
"366",20,1996,"Kansas","KS",1074,388,583,0.600411951541901,0.399588048458099,22845,2.28449988365173
"367",21,1996,"Kentucky","KY",1389,637,623,0.49444442987442,0.50555557012558,19854,1.98539996147156
"368",22,1996,"Louisiana","LA",1784,928,713,0.434491157531738,0.565508842468262,19786,1.978600025177
"369",23,1996,"Maine","ME",606,313,186,0.372745484113693,0.627254486083984,21203,2.12030005455017
"370",24,1996,"Maryland","MD",1781,966,682,0.41383495926857,0.586165070533752,27393.001953125,2.73930025100708
"371",25,1996,"Massachusetts","MA",2557,1572,718,0.313537120819092,0.686462879180908,28933.001953125,2.8933002948761
"372",26,1996,"Michigan","MI",3849,1990,1481,0.42667818069458,0.57332181930542,24306,2.43059992790222
"373",27,1996,"Minnesota","MN",2193,1120,766,0.406150579452515,0.593849420547485,25716.001953125,2.57160019874573
"374",28,1996,"Mississippi","MS",894,394,440,0.527577936649323,0.472422063350677,17702,1.77020001411438
"375",29,1996,"Missouri","MO",2158,1026,890,0.464509397745132,0.53549063205719,22548,2.25480008125305
"376",30,1996,"Montana","MT",407,168,180,0.517241358757019,0.482758611440659,19047,1.90470004081726
"377",31,1996,"Nebraska","NE",677,237,363,0.605000019073486,0.395000010728836,23530,2.3529999256134
"378",32,1996,"Nevada","NV",464,204,199,0.493796527385712,0.506203472614288,26085.001953125,2.60850024223328
"379",33,1996,"New Hampshire","NH",499,246,196,0.443438917398453,0.55656111240387,26427.001953125,2.6427001953125
"380",34,1996,"New Jersey","NJ",3076,1652,1103,0.400362968444824,0.599637031555176,30470.001953125,3.04700016975403
"381",35,1996,"New Mexico","NM",556,273,233,0.46047431230545,0.53952568769455,19029,1.90289998054504
"382",36,1996,"New York","NY",6316,3756,1933,0.339778512716293,0.660221457481384,28424.001953125,2.84240031242371
"383",37,1996,"North Carolina","NC",2516,1108,1226,0.525278508663177,0.474721521139145,22320,2.23200011253357
"384",38,1996,"North Dakota","ND",266,107,125,0.538793087005615,0.461206883192062,21068,2.1068000793457
"385",39,1996,"Ohio","OH",4534,2148,1860,0.464071869850159,0.535928130149841,23322,2.332200050354
"386",40,1996,"Oklahoma","OK",1207,488,582,0.543925225734711,0.456074774265289,19743,1.97430002689362
"387",41,1996,"Oregon","OR",1378,650,538,0.452861964702606,0.547138035297394,23398,2.33979988098145
"388",42,1996,"Pennsylvania","PA",4506,2216,1801,0.448344528675079,0.551655471324921,24344,2.43440008163452
"389",44,1996,"Rhode Island","RI",390,233,105,0.310650885105133,0.689349114894867,24106,2.41059994697571
"390",45,1996,"South Carolina","SC",1152,506,573,0.531047284603119,0.468952745199203,20058,2.0058000087738
"391",46,1996,"South Dakota","SD",324,139,151,0.52068966627121,0.47931033372879,21488,2.14879989624023
"392",47,1996,"Tennessee","TN",1894,909,864,0.487309634685516,0.512690365314484,21854,2.18540000915527
"393",48,1996,"Texas","TX",5612,2460,2736,0.526558876037598,0.47344109416008,22120,2.21199989318848
"394",49,1996,"Utah","UT",666,222,362,0.619863033294678,0.380136996507645,19529,1.95290005207062
"395",50,1996,"Vermont","VT",258,138,80,0.366972476243973,0.633027493953705,21964,2.19639992713928
"396",51,1996,"Virginia","VA",2417,1091,1138,0.510542869567871,0.489457160234451,25034,2.50340008735657
"397",53,1996,"Washington","WA",2254,1123,841,0.428207725286484,0.571792244911194,25073,2.50729990005493
"398",54,1996,"West Virginia","WV",636,328,234,0.416370093822479,0.583629906177521,18445,1.84449994564056
"399",55,1996,"Wisconsin","WI",2196,1072,845,0.440792918205261,0.559207081794739,23273,2.32730007171631
"400",56,1996,"Wyoming","WY",212,78,105,0.573770463466644,0.426229506731033,21875,2.1875
"401",1,2000,"Alabama","AL",1666,693,941,0.575887382030487,0.424112617969513,21656.208984375,2.16562080383301
"402",2,2000,"Alaska","AK",286,79,167,0.678861796855927,0.321138203144073,27209.66796875,2.72096681594849
"403",4,2000,"Arizona","AZ",1532,685,782,0.533060669898987,0.466939330101013,23381.015625,2.3381016254425
"404",5,2000,"Arkansas","AR",922,423,473,0.527901768684387,0.47209820151329,19977.87109375,1.99778711795807
"405",6,2000,"California","CA",10966,5861,4567,0.437955498695374,0.562044501304626,29581.390625,2.95813918113708
"406",8,2000,"Colorado","CO",1741,738,884,0.545006155967712,0.454993844032288,30405.98046875,3.04059815406799
"407",9,2000,"Connecticut","CT",1460,816,561,0.407407402992249,0.592592597007751,37808.1640625,3.78081631660461
"408",10,2000,"Delaware","DE",328,180,137,0.432176649570465,0.567823350429535,28128.107421875,2.81281065940857
"409",12,2000,"Florida","FL",5963,2912,2913,0.500085830688477,0.499914169311523,25977.79296875,2.59777927398682
"410",13,2000,"Georgia","GA",2597,1116,1420,0.559936881065369,0.440063089132309,25502.173828125,2.55021739006042
"411",15,2000,"Hawaii","HI",368,205,138,0.402332365512848,0.597667634487152,25892.14453125,2.58921456336975
"412",16,2000,"Idaho","ID",502,139,337,0.707983195781708,0.292016804218292,21936.84375,2.19368433952332
"413",17,2000,"Illinois","IL",4742,2589,2019,0.438151031732559,0.561848938465118,29327.1796875,2.93271803855896
"414",18,2000,"Indiana","IN",2199,902,1246,0.580074489116669,0.419925510883331,24723.140625,2.47231411933899
"415",19,2000,"Iowa","IA",1316,639,634,0.49803614616394,0.50196385383606,24194.673828125,2.41946744918823
"416",20,2000,"Kansas","KS",1072,399,622,0.609206676483154,0.390793353319168,25233.3828125,2.52333831787109
"417",21,2000,"Kentucky","KY",1544,639,872,0.577101230621338,0.42289873957634,22244.8125,2.22448134422302
"418",22,2000,"Louisiana","LA",1766,792,928,0.539534866809845,0.460465103387833,21029.337890625,2.10293388366699
"419",23,2000,"Maine","ME",652,320,287,0.472817122936249,0.527182877063751,23664.3828125,2.36643838882446
"420",24,2000,"Maryland","MD",2020,1141,814,0.416368275880814,0.583631694316864,31213.259765625,3.12132596969604
"421",25,2000,"Massachusetts","MA",2703,1616,879,0.352304607629776,0.647695362567902,34401.375,3.44013738632202
"422",26,2000,"Michigan","MI",4233,2170,1953,0.473684221506119,0.526315808296204,26927.2109375,2.69272112846375
"423",27,2000,"Minnesota","MN",2439,1168,1110,0.487269520759583,0.512730479240417,29173.1953125,2.91731953620911
"424",28,2000,"Mississippi","MS",994,405,573,0.585889577865601,0.414110422134399,19140.525390625,1.91405248641968
"425",29,2000,"Missouri","MO",2360,1111,1190,0.517166435718536,0.482833564281464,24822.455078125,2.48224544525146
"426",30,2000,"Montana","MT",411,137,240,0.63660478591919,0.363395214080811,20894.48828125,2.08944892883301
"427",31,2000,"Nebraska","NE",697,232,434,0.651651680469513,0.348348349332809,25172.3359375,2.5172336101532
"428",32,2000,"Nevada","NV",609,280,302,0.518900334835052,0.481099665164948,27733.578125,2.77335786819458
"429",33,2000,"New Hampshire","NH",569,266,274,0.507407426834106,0.492592602968216,30430.58203125,3.04305815696716
"430",34,2000,"New Jersey","NJ",3187,1789,1284,0.417832732200623,0.582167267799377,34962.640625,3.49626398086548
"431",35,2000,"New Mexico","NM",599,287,286,0.499127388000488,0.500872611999512,20167.390625,2.01673913002014
"432",36,2000,"New York","NY",6822,4108,2403,0.36906772851944,0.63093227148056,31799.12890625,3.17991280555725
"433",37,2000,"North Carolina","NC",2911,1258,1631,0.5645552277565,0.435444802045822,24665.73828125,2.46657371520996
"434",38,2000,"North Dakota","ND",288,95,175,0.648148119449615,0.351851850748062,22878.060546875,2.28780603408813
"435",39,2000,"Ohio","OH",4702,2184,2350,0.518306136131287,0.481693863868713,25701.71484375,2.57017159461975
"436",40,2000,"Oklahoma","OK",1234,474,744,0.610837459564209,0.389162570238113,22241.16796875,2.22411680221558
"437",41,2000,"Oregon","OR",1534,720,714,0.497907936573029,0.502092063426971,25603.310546875,2.56033110618591
"438",42,2000,"Pennsylvania","PA",4913,2486,2281,0.478498011827469,0.521502017974854,27058.416015625,2.70584154129028
"439",44,2000,"Rhode Island","RI",409,250,131,0.343832015991211,0.656167984008789,26620.154296875,2.66201543807983
"440",45,2000,"South Carolina","SC",1383,566,786,0.581360936164856,0.418639063835144,22255.74609375,2.2255744934082
"441",46,2000,"South Dakota","SD",316,119,191,0.616129040718079,0.383870959281921,23436.595703125,2.34365963935852
"442",47,2000,"Tennessee","TN",2076,982,1062,0.519569456577301,0.480430513620377,23780.099609375,2.37801003456116
"443",48,2000,"Texas","TX",6408,2434,3800,0.609560489654541,0.390439510345459,25797.384765625,2.57973837852478
"444",49,2000,"Utah","UT",771,203,515,0.717270195484161,0.282729804515839,21756.435546875,2.17564344406128
"445",50,2000,"Vermont","VT",294,149,120,0.446096658706665,0.553903341293335,25220.626953125,2.5220627784729
"446",51,2000,"Virginia","VA",2739,1217,1437,0.54144686460495,0.45855313539505,28322.181640625,2.83221817016602
"447",53,2000,"Washington","WA",2487,1248,1109,0.470513373613358,0.529486656188965,28956.341796875,2.89563417434692
"448",54,2000,"West Virginia","WV",648,295,336,0.532488107681274,0.467511892318726,19955.091796875,1.99550914764404
"449",55,2000,"Wisconsin","WI",2599,1243,1237,0.498790323734283,0.501209676265717,26034.28515625,2.60342860221863
"450",56,2000,"Wyoming","WY",218,60,148,0.711538434028625,0.288461536169052,25934.05859375,2.59340596199036
