"","stfips","ctfips","st","cty","lon","lat","Uppm"
"442",13,97,"GA","DOUGLAS",-84.768,33.701,2.27563
"443",13,99,"GA","EARLY",-84.904,31.323,1.82518
"444",13,101,"GA","ECHOLS",-82.894,30.71,0.850395
"445",13,103,"GA","EFFINGHAM",-81.341,32.367,0.967238
"446",13,105,"GA","ELBERT",-82.84,34.117,2.6105
"447",13,107,"GA","EMANUEL",-82.302,32.59,1.76006
"448",13,109,"GA","EVANS",-81.887,32.157,1.26577
"449",13,111,"GA","FANNIN",-84.32,34.864,2.08487
"450",13,113,"GA","FAYETTE",-84.494,33.414,2.54909
"451",13,115,"GA","FLOYD",-85.214,34.263,1.96544
"452",13,117,"GA","FORSYTH",-84.125,34.225,2.13501
"453",13,119,"GA","FRANKLIN",-83.229,34.375,2.52519
"454",13,121,"GA","FULTON",-84.466,33.79,2.33187
"455",13,123,"GA","GILMER",-84.456,34.691,2.29916
"456",13,125,"GA","GLASCOCK",-82.611,33.229,1.44717
"457",13,127,"GA","GLYNN",-81.493,31.213,1.53857
"458",13,129,"GA","GORDON",-84.875,34.503,1.94469
"459",13,131,"GA","GRADY",-84.235,30.875,1.45389
"460",13,133,"GA","GREENE",-83.167,33.578,2.0609
"461",13,135,"GA","GWINNETT",-84.023,33.961,2.41724
"462",13,137,"GA","HABERSHAM",-83.53,34.629,2.48031
"463",13,139,"GA","HALL",-83.82,34.317,2.03971
"464",13,141,"GA","HANCOCK",-83.001,33.27,1.87869
"465",13,143,"GA","HARALSON",-85.211,33.794,2.05056
"466",13,145,"GA","HARRIS",-84.909,32.736,1.96237
"467",13,147,"GA","HART",-82.965,34.35,3.00739
"468",13,149,"GA","HEARD",-85.128,33.297,2.07627
"469",13,151,"GA","HENRY",-84.155,33.453,3.0663
"470",13,153,"GA","HOUSTON",-83.667,32.458,2.36982
"471",13,155,"GA","IRWIN",-83.277,31.602,1.62315
"472",13,157,"GA","JACKSON",-83.566,34.134,2.54977
"473",13,159,"GA","JASPER",-83.688,33.316,1.82109
"474",13,161,"GA","JEFFDAVIS",-82.638,31.805,1.52042
"475",13,163,"GA","JEFFERSON",-82.418,33.055,1.68052
"476",13,165,"GA","JENKINS",-81.964,32.792,1.54073
"477",13,167,"GA","JOHNSON",-82.66,32.701,2.14215
"478",13,169,"GA","JONES",-83.561,33.025,1.80599
"479",13,171,"GA","LAMAR",-84.14,33.076,2.98891
"480",13,173,"GA","LANIER",-83.063,31.038,1.0622
"481",13,175,"GA","LAURENS",-82.922,32.463,2.31519
"482",13,177,"GA","LEE",-84.14,31.78,1.81974
"483",13,177,"GA","LEE",-84.309,31.688,1.81974
"484",13,179,"GA","LIBERTY",-81.456,31.807,1.20278
"485",13,181,"GA","LINCOLN",-82.451,33.793,1.39134
"486",13,183,"GA","LONG",-81.746,31.752,1.56993
"487",13,185,"GA","LOWNDES",-83.269,30.833,1.3116
"488",13,187,"GA","LUMPKIN",-84.003,34.572,2.1652
"489",13,189,"GA","MCDUFFIE",-82.482,33.484,1.83477
"490",13,191,"GA","MCINTOSH",-81.376,31.483,1.25794
"491",13,193,"GA","MACON",-84.043,32.358,1.98464
"492",13,195,"GA","MADISON",-83.208,34.128,3.04147
"493",13,197,"GA","MARION",-84.525,32.353,1.74222
"494",13,199,"GA","MERIWETHER",-84.689,33.041,2.75607
"495",13,201,"GA","MILLER",-84.731,31.164,1.73517
"496",13,205,"GA","MITCHELL",-84.195,31.225,1.61824
"497",13,207,"GA","MONROE",-83.919,33.014,2.2653
"498",13,209,"GA","MONTGOMERY",-82.534,32.174,1.77778
"499",13,211,"GA","MORGAN",-83.493,33.591,2.25958
"500",13,213,"GA","MURRAY",-84.748,34.789,2.05102
"501",13,215,"GA","MUSCOGEE",-84.877,32.51,1.80329
"502",13,217,"GA","NEWTON",-83.85,33.555,2.90054
"503",13,219,"GA","OCONEE",-83.437,33.835,2.9802
"504",13,221,"GA","OGLETHORPE",-83.08,33.881,2.47268
"505",13,223,"GA","PAULDING",-84.867,33.92,1.56795
"506",13,225,"GA","PEACH",-83.827,32.568,2.43847
"507",13,227,"GA","PICKENS",-84.466,34.464,2.33591
"508",13,229,"GA","PIERCE",-82.214,31.359,1.15379
"509",13,231,"GA","PIKE",-84.389,33.092,2.72698
"510",13,233,"GA","POLK",-85.188,34.002,2.17656
"511",13,235,"GA","PULASKI",-83.477,32.233,2.00973
"512",13,237,"GA","PUTNAM",-83.374,33.321,1.51903
"513",13,239,"GA","QUITMAN",-85.018,31.867,1.83235
"514",13,241,"GA","RABUN",-83.404,34.882,2.10923
"515",13,243,"GA","RANDOLPH",-84.755,31.763,1.81651
"516",13,245,"GA","RICHMOND",-82.073,33.359,1.66961
"517",13,247,"GA","ROCKDALE",-84.027,33.654,3.00439
"518",13,249,"GA","SCHLEY",-84.315,32.262,1.77258
"519",13,249,"GA","SCHLEY",-84.368,32.394,1.77258
"520",13,251,"GA","SCREVEN",-81.612,32.751,1.42833
"521",13,253,"GA","SEMINOLE",-84.869,30.938,1.58887
"522",13,255,"GA","SPALDING",-84.284,33.261,3.05855
"523",13,257,"GA","STEPHENS",-83.293,34.554,1.88268
"524",13,259,"GA","STEWART",-84.836,32.079,2.13388
"525",13,261,"GA","SUMTER",-84.197,32.04,2.00519
"526",13,263,"GA","TALBOT",-84.533,32.7,1.79898
"527",13,265,"GA","TALIAFERRO",-82.879,33.566,1.62888
"528",13,267,"GA","TATTNALL",-82.058,32.045,1.43911
"529",13,269,"GA","TAYLOR",-84.254,32.556,1.59247
"530",13,269,"GA","TAYLOR",-84.368,32.394,1.59247
"531",13,271,"GA","TELFAIR",-82.94,31.93,2.14478
"532",13,273,"GA","TERRELL",-84.437,31.776,1.95028
"533",13,275,"GA","THOMAS",-83.92,30.864,1.84594
"534",13,277,"GA","TIFT",-83.527,31.457,1.5816
"535",13,279,"GA","TOOMBS",-82.331,32.121,1.63851
"536",13,281,"GA","TOWNS",-83.737,34.917,2.26378
"537",13,283,"GA","TREUTLEN",-82.567,32.404,1.82353
"538",13,285,"GA","TROUP",-85.028,33.033,2.35602
"539",13,287,"GA","TURNER",-83.624,31.717,1.71284
"540",13,289,"GA","TWIGGS",-83.428,32.667,2.4396
"541",13,291,"GA","UNION",-83.991,34.834,2.29754
"542",13,293,"GA","UPSON",-84.299,32.881,2.12893
"543",13,295,"GA","WALKER",-85.301,34.736,1.78376
"544",13,297,"GA","WALTON",-83.734,33.781,2.87838
"545",13,299,"GA","WARE",-82.424,31.053,0.751367
"546",13,301,"GA","WARREN",-82.677,33.409,1.94395
"547",13,303,"GA","WASHINGTON",-82.796,32.969,1.88941
"548",13,305,"GA","WAYNE",-81.918,31.552,1.24942
"549",13,307,"GA","WEBSTER",-84.551,32.046,1.79205
"550",13,309,"GA","WHEELER",-82.724,32.116,1.96364
"551",13,311,"GA","WHITE",-83.747,34.646,2.23321
"552",13,313,"GA","WHITFIELD",-84.967,34.805,1.74494
"553",13,315,"GA","WILCOX",-83.432,31.973,1.93168
"554",13,317,"GA","WILKES",-82.744,33.782,1.67791
"555",13,319,"GA","WILKINSON",-83.172,32.802,2.12751
"556",13,321,"GA","WORTH",-83.851,31.551,1.61765
"557",16,1,"ID","ADA",-116.239,43.455,2.41442
"558",16,3,"ID","ADAMS",-116.454,44.89,0.932449
"559",16,5,"ID","BANNOCK",-112.223,42.669,2.4824
"560",16,7,"ID","BEARLAKE",-111.329,42.285,1.96226
"561",16,9,"ID","BENEWAH",-116.658,47.218,1.66824
"562",16,11,"ID","BINGHAM",-112.398,43.216,2.36714
"563",16,13,"ID","BLAINE",-113.968,43.406,2.3349
"564",16,15,"ID","BOISE",-115.725,43.99,1.67698
"565",16,17,"ID","BONNER",-116.6,48.299,1.7769
"566",16,19,"ID","BONNEVILLE",-111.614,43.388,2.36866
"567",16,21,"ID","BOUNDARY",-116.462,48.767,2.11494
"568",16,23,"ID","BUTTE",-113.17,43.724,2.32546
"569",16,25,"ID","CAMAS",-114.806,43.464,2.37467
"570",16,27,"ID","CANYON",-116.708,43.625,2.45019
"571",16,29,"ID","CARIBOU",-111.561,42.771,2.35398
"572",16,31,"ID","CASSIA",-113.6,42.284,2.85058
"573",16,33,"ID","CLARK",-112.35,44.284,2.11214
"574",16,35,"ID","CLEARWATER",-115.656,46.674,1.8606
"575",16,37,"ID","CUSTER",-114.279,44.242,2.44629
"576",16,39,"ID","ELMORE",-115.47,43.352,2.27423
"577",16,41,"ID","FRANKLIN",-111.813,42.181,2.37647
"578",16,43,"ID","FREMONT",-111.481,44.229,2.62939
"579",16,45,"ID","GEM",-116.396,44.062,1.59841
"580",16,47,"ID","GOODING",-114.811,42.971,2.35108
"581",16,49,"ID","IDAHO",-115.466,45.844,1.32941
"582",16,51,"ID","JEFFERSON",-112.311,43.82,2.58162
"583",16,53,"ID","JEROME",-114.263,42.69,2.41746
"584",16,55,"ID","KOOTENAI",-116.699,47.675,1.57383
"585",16,57,"ID","LATAH",-116.711,46.816,1.93107
"586",16,59,"ID","LEMHI",-113.928,44.941,2.11285
"587",16,61,"ID","LEWIS",-116.426,46.237,1.51602
"588",16,63,"ID","LINCOLN",-114.137,43.003,2.32085
"589",16,65,"ID","MADISON",-111.659,43.784,2.77078
"590",16,67,"ID","MINIDOKA",-113.645,42.843,2.32936
"591",16,69,"ID","NEZPERCE",-116.75,46.326,1.59101
"592",16,71,"ID","ONEIDA",-112.539,42.195,2.44476
"593",16,73,"ID","OWYHEE",-116.169,42.582,2.59491
"594",16,75,"ID","PAYETTE",-116.76,44.007,2.07438
"595",16,77,"ID","POWER",-112.836,42.692,2.39813
"596",16,79,"ID","SHOSHONE",-115.891,47.352,1.61512
"597",16,81,"ID","TETON",-111.207,43.759,2.71872
"598",16,83,"ID","TWINFALLS",-114.667,42.356,2.82627
"599",16,85,"ID","VALLEY",-115.565,44.766,1.49668
"600",16,87,"ID","WASHINGTON",-116.784,44.453,1.25826
"601",17,1,"IL","ADAMS",-91.188,39.987,1.87421
"602",17,3,"IL","ALEXANDER",-89.341,37.199,2.0381
"603",17,5,"IL","BOND",-89.435,38.887,2.06658
"604",17,7,"IL","BOONE",-88.823,42.323,1.70785
"605",17,9,"IL","BROWN",-90.75,39.961,2.01411
"606",17,11,"IL","BUREAU",-89.529,41.404,2.08479
"607",17,13,"IL","CALHOUN",-90.667,39.169,1.6564
"608",17,15,"IL","CARROLL",-89.935,42.069,2.01027
"609",17,17,"IL","CASS",-90.246,39.973,1.62948
"610",17,19,"IL","CHAMPAIGN",-88.199,40.14,2.11558
"611",17,21,"IL","CHRISTIAN",-89.277,39.546,1.87708
"612",17,23,"IL","CLARK",-87.791,39.335,1.99479
"613",17,25,"IL","CLAY",-88.49,38.754,1.96387
"614",17,27,"IL","CLINTON",-89.422,38.607,2.00555
"615",17,29,"IL","COLES",-88.222,39.52,1.86262
"616",17,31,"IL","COOK",-87.646,41.895,2.05501
"617",17,33,"IL","CRAWFORD",-87.758,39.003,2.01718
"618",17,35,"IL","CUMBERLAND",-88.24,39.273,1.83316
"619",17,37,"IL","DEKALB",-88.77,41.893,1.81269
"620",17,39,"IL","DEWITT",-88.904,40.175,2.13482
"621",17,41,"IL","DOUGLAS",-88.217,39.769,2.20927
"622",17,43,"IL","DUPAGE",-88.086,41.852,1.79503
"623",17,45,"IL","EDGAR",-87.746,39.679,2.1001
"624",17,47,"IL","EDWARDS",-88.053,38.417,2.163
"625",17,49,"IL","EFFINGHAM",-88.59,39.06,1.9282
"626",17,51,"IL","FAYETTE",-89.024,39,1.92887
"627",17,53,"IL","FORD",-88.223,40.597,2.23911
"628",17,55,"IL","FRANKLIN",-88.924,37.992,2.33288
"629",17,57,"IL","FULTON",-90.207,40.472,1.94807
"630",17,59,"IL","GALLATIN",-88.232,37.762,2.30846
"631",17,61,"IL","GREENE",-90.391,39.356,1.86133
"632",17,63,"IL","GRUNDY",-88.418,41.285,1.86643
"633",17,65,"IL","HAMILTON",-88.539,38.082,2.38358
"634",17,67,"IL","HANCOCK",-91.164,40.404,1.89521
"635",17,69,"IL","HARDIN",-88.268,37.518,2.23011
"636",17,71,"IL","HENDERSON",-90.926,40.818,1.65275
"637",17,73,"IL","HENRY",-90.131,41.353,2.00323
"638",17,75,"IL","IROQUOIS",-87.824,40.747,2.14942
"639",17,77,"IL","JACKSON",-89.382,37.785,2.2088
"640",17,79,"IL","JASPER",-88.154,39.01,1.8876
"641",17,81,"IL","JEFFERSON",-88.924,38.301,2.06331
"642",17,83,"IL","JERSEY",-90.356,39.087,1.76016
"643",17,85,"IL","JODAVIESS",-90.212,42.366,1.93239
"644",17,87,"IL","JOHNSON",-88.881,37.46,2.28097
"645",17,89,"IL","KANE",-88.429,41.939,1.73169
"646",17,91,"IL","KANKAKEE",-87.862,41.138,1.91679
"647",17,93,"IL","KENDALL",-88.429,41.591,1.94461
"648",17,95,"IL","KNOX",-90.213,40.932,2.00829
"649",17,97,"IL","LAKE",-87.631,42.325,1.69863
"650",17,99,"IL","LASALLE",-88.886,41.344,2.00713
"651",17,101,"IL","LAWRENCE",-87.727,38.72,2.05315
"652",17,103,"IL","LEE",-89.3,41.746,2.03289
"653",17,105,"IL","LIVINGSTON",-88.558,40.891,2.17983
"654",17,107,"IL","LOGAN",-89.367,40.124,2.13461
"655",17,109,"IL","MCDONOUGH",-90.678,40.456,1.89063
"656",17,111,"IL","MCHENRY",-88.452,42.324,1.71197
"657",17,113,"IL","MCLEAN",-88.847,40.491,2.24785
"658",17,115,"IL","MACON",-88.962,39.86,1.84632
"659",17,117,"IL","MACOUPIN",-89.924,39.261,1.93337
"660",17,119,"IL","MADISON",-89.905,38.83,2.04483
"661",17,121,"IL","MARION",-88.919,38.65,2.05038
"662",17,123,"IL","MARSHALL",-89.345,41.033,1.95292
"663",17,125,"IL","MASON",-89.916,40.239,1.50062
"664",17,127,"IL","MASSAC",-88.708,37.219,2.21009
"665",17,129,"IL","MENARD",-89.802,40.027,1.93445
"666",17,131,"IL","MERCER",-90.741,41.205,1.91815
"667",17,133,"IL","MONROE",-90.178,38.278,1.86485
"668",17,135,"IL","MONTGOMERY",-89.479,39.231,2.07009
"669",17,137,"IL","MORGAN",-90.201,39.715,1.86512
"670",17,139,"IL","MOULTRIE",-88.619,39.641,1.93451
"671",17,141,"IL","OGLE",-89.321,42.043,1.9308
"672",17,143,"IL","PEORIA",-89.76,40.788,2.03793
"673",17,145,"IL","PERRY",-89.367,38.084,2.32744
"674",17,147,"IL","PIATT",-88.591,40.01,2.13453
"675",17,149,"IL","PIKE",-90.885,39.623,1.74799
"676",17,151,"IL","POPE",-88.561,37.413,2.27175
"677",17,153,"IL","PULASKI",-89.127,37.223,2.15279
"678",17,155,"IL","PUTNAM",-89.286,41.204,1.7207
"679",17,157,"IL","RANDOLPH",-89.825,38.053,2.11044
"680",17,159,"IL","RICHLAND",-88.085,38.712,1.92672
"681",17,161,"IL","ROCKISLAND",-90.567,41.467,1.84088
"682",17,163,"IL","STCLAIR",-89.928,38.47,2.02233
"683",17,165,"IL","SALINE",-88.541,37.753,2.51943
"684",17,167,"IL","SANGAMON",-89.659,39.758,1.91648
"685",17,169,"IL","SCHUYLER",-90.614,40.157,2.01442
"686",17,171,"IL","SCOTT",-90.475,39.644,1.75111
"687",17,173,"IL","SHELBY",-88.805,39.391,1.84401
"688",17,175,"IL","STARK",-89.797,41.093,2.01455
"689",17,177,"IL","STEPHENSON",-89.662,42.352,1.87556
"690",17,179,"IL","TAZEWELL",-89.513,40.507,1.98882
"691",17,181,"IL","UNION",-89.255,37.471,2.12537
"692",17,183,"IL","VERMILION",-87.733,40.184,2.19265
"693",17,185,"IL","WABASH",-87.844,38.449,2.07265
"694",17,187,"IL","WARREN",-90.615,40.849,1.9358
"695",17,189,"IL","WASHINGTON",-89.411,38.352,2.18859
"696",17,191,"IL","WAYNE",-88.426,38.429,2.07311
"697",17,193,"IL","WHITE",-88.18,38.087,2.22269
"698",17,195,"IL","WHITESIDE",-89.914,41.756,1.91805
"699",17,197,"IL","WILL",-87.979,41.445,1.90618
"700",17,199,"IL","WILLIAMSON",-88.93,37.73,2.30747
"701",17,201,"IL","WINNEBAGO",-89.161,42.336,1.49794
"702",17,203,"IL","WOODFORD",-89.211,40.788,2.01551
"703",18,1,"IN","ADAMS",-84.937,40.745,2.58834
"704",18,3,"IN","ALLEN",-85.067,41.091,2.49759
"705",18,5,"IN","BARTHOLOMEW",-85.898,39.206,2.06733
"706",18,7,"IN","BENTON",-87.311,40.606,2.18588
"707",18,9,"IN","BLACKFORD",-85.325,40.473,2.25343
"708",18,11,"IN","BOONE",-86.469,40.051,2.23071
"709",18,13,"IN","BROWN",-86.227,39.196,1.97991
"710",18,15,"IN","CARROLL",-86.563,40.583,2.17534
"711",18,17,"IN","CASS",-86.346,40.761,2.07311
"712",18,19,"IN","CLARK",-85.708,38.477,2.06239
"713",18,21,"IN","CLAY",-87.116,39.393,2.18034
"714",18,23,"IN","CLINTON",-86.475,40.302,2.36886
"715",18,25,"IN","CRAWFORD",-86.455,38.298,1.84666
"716",18,27,"IN","DAVIESS",-87.071,38.702,1.96058
"717",18,29,"IN","DEARBORN",-84.973,39.145,1.93261
"718",18,31,"IN","DECATUR",-85.501,39.307,2.05531
"719",18,33,"IN","DEKALB",-84.999,41.398,2.18077
"720",18,35,"IN","DELAWARE",-85.397,40.227,2.19072
"721",18,37,"IN","DUBOIS",-86.88,38.365,2.11111
"722",18,39,"IN","ELKHART",-85.859,41.597,1.16237
"723",18,41,"IN","FAYETTE",-85.179,39.64,2.12304
"724",18,43,"IN","FLOYD",-85.907,38.319,2.04177
"725",18,45,"IN","FOUNTAIN",-87.242,40.121,2.11884
"726",18,47,"IN","FRANKLIN",-85.06,39.415,1.96309
"727",18,49,"IN","FULTON",-86.264,41.047,1.64191
"728",18,51,"IN","GIBSON",-87.588,38.311,1.95622
"729",18,53,"IN","GRANT",-85.655,40.516,2.22498
"730",18,55,"IN","GREENE",-86.962,39.036,2.0569
"731",18,57,"IN","HAMILTON",-86.052,40.072,2.19017
"732",18,59,"IN","HANCOCK",-85.773,39.824,2.33697
"733",18,61,"IN","HARRISON",-86.112,38.196,2.0906
"734",18,63,"IN","HENDRICKS",-86.51,39.769,2.24875
"735",18,65,"IN","HENRY",-85.396,39.931,2.20472
"736",18,67,"IN","HOWARD",-86.117,40.484,2.30591
"737",18,69,"IN","HUNTINGTON",-85.488,40.829,2.37492
"738",18,71,"IN","JACKSON",-86.038,38.906,2.15821
"739",18,73,"IN","JASPER",-87.116,41.023,1.63666
"740",18,75,"IN","JAY",-85.006,40.438,2.39476
"741",18,77,"IN","JEFFERSON",-85.439,38.786,1.90687
"742",18,79,"IN","JENNINGS",-85.628,38.997,1.93676
"743",18,81,"IN","JOHNSON",-86.102,39.49,2.11897
"744",18,83,"IN","KNOX",-87.419,38.688,1.88168
"745",18,85,"IN","KOSCIUSKO",-85.861,41.244,1.58091
"746",18,87,"IN","LAGRANGE",-85.427,41.643,1.16627
"747",18,89,"IN","LAKE",-87.376,41.472,1.79318
"748",18,91,"IN","LAPORTE",-86.742,41.549,1.30385
"749",18,93,"IN","LAWRENCE",-86.483,38.841,2.25931
"750",18,95,"IN","MADISON",-85.719,40.162,2.08592
"751",18,97,"IN","MARION",-86.138,39.782,2.17969
"752",18,99,"IN","MARSHALL",-86.262,41.325,1.26996
"753",18,101,"IN","MARTIN",-86.803,38.709,1.97454
"754",18,103,"IN","MIAMI",-86.045,40.769,2.2372
"755",18,105,"IN","MONROE",-86.523,39.161,2.13598
"756",18,107,"IN","MONTGOMERY",-86.893,40.04,2.29213
"757",18,109,"IN","MORGAN",-86.446,39.481,2.02812
"758",18,111,"IN","NEWTON",-87.398,40.956,1.85902
"759",18,113,"IN","NOBLE",-85.417,41.399,1.59694
"760",18,115,"IN","OHIO",-84.965,38.95,1.82855
"761",18,117,"IN","ORANGE",-86.495,38.542,1.9738
"762",18,119,"IN","OWEN",-86.838,39.313,1.98347
"763",18,121,"IN","PARKE",-87.207,39.774,2.021
"764",18,123,"IN","PERRY",-86.639,38.081,1.84735
"765",18,125,"IN","PIKE",-87.232,38.399,2.26369
"766",18,127,"IN","PORTER",-87.073,41.509,1.69837
"767",18,129,"IN","POSEY",-87.868,38.024,2.05611
"768",18,131,"IN","PULASKI",-86.699,41.042,1.53248
"769",18,133,"IN","PUTNAM",-86.845,39.666,2.14106
"770",18,135,"IN","RANDOLPH",-85.011,40.158,2.34798
"771",18,137,"IN","RIPLEY",-85.262,39.103,1.8806
"772",18,139,"IN","RUSH",-85.466,39.62,2.15062
"773",18,141,"IN","STJOSEPH",-86.29,41.617,1.12399
"774",18,143,"IN","SCOTT",-85.748,38.685,2.14045
"775",18,145,"IN","SHELBY",-85.792,39.524,2.19987
"776",18,147,"IN","SPENCER",-87.008,38.014,2.17749
"777",18,149,"IN","STARKE",-86.648,41.281,1.2426
"778",18,151,"IN","STEUBEN",-85.001,41.644,1.394
"779",18,153,"IN","SULLIVAN",-87.417,39.091,2.04273
"780",18,155,"IN","SWITZERLAND",-85.039,38.826,1.73762
"781",18,157,"IN","TIPPECANOE",-86.894,40.389,2.09198
"782",18,159,"IN","TIPTON",-86.052,40.311,2.21002
"783",18,161,"IN","UNION",-84.925,39.625,2.08998
"784",18,163,"IN","VANDERBURGH",-87.586,38.025,2.09873
"785",18,165,"IN","VERMILLION",-87.465,39.853,2.05314
"786",18,167,"IN","VIGO",-87.39,39.431,1.98755
"787",18,169,"IN","WABASH",-85.794,40.846,2.24448
"788",18,171,"IN","WARREN",-87.353,40.347,2.1513
"789",18,173,"IN","WARRICK",-87.272,38.092,2.17814
"790",18,175,"IN","WASHINGTON",-86.105,38.6,2.14807
"791",18,177,"IN","WAYNE",-85.01,39.864,2.20395
"792",18,179,"IN","WELLS",-85.221,40.729,2.37005
"793",18,181,"IN","WHITE",-86.865,40.75,1.88689
"794",18,183,"IN","WHITLEY",-85.505,41.139,2.29935
"795",19,1,"IA","ADAIR",-94.471,41.331,1.93911
"796",19,3,"IA","ADAMS",-94.699,41.029,1.90444
"797",19,5,"IA","ALLAMAKEE",-91.378,43.284,1.57875
"798",19,7,"IA","APPANOOSE",-92.868,40.743,2.03873
"799",19,9,"IA","AUDUBON",-94.906,41.685,2.18562
"800",19,11,"IA","BENTON",-92.066,42.08,1.76599
"801",19,13,"IA","BLACKHAWK",-92.308,42.47,1.32806
"802",19,15,"IA","BOONE",-93.932,42.037,1.66535
"803",19,17,"IA","BREMER",-92.318,42.775,1.28289
"804",19,19,"IA","BUCHANAN",-91.838,42.471,1.32317
"805",19,21,"IA","BUENAVISTA",-95.151,42.736,1.56893
"806",19,23,"IA","BUTLER",-92.79,42.732,1.29052
"807",19,25,"IA","CALHOUN",-94.64,42.385,1.5402
"808",19,27,"IA","CARROLL",-94.86,42.036,2.05169
"809",19,29,"IA","CASS",-94.928,41.331,2.15821
"810",19,31,"IA","CEDAR",-91.132,41.772,2.12372
"811",19,33,"IA","CERROGORDO",-93.261,43.082,1.30472
"812",19,35,"IA","CHEROKEE",-95.624,42.736,1.84584
"813",19,37,"IA","CHICKASAW",-92.317,43.06,1.33108
"814",19,39,"IA","CLARKE",-93.785,41.029,1.96341
"815",19,41,"IA","CLAY",-95.151,43.083,1.67132
"816",19,43,"IA","CLAYTON",-91.341,42.845,1.6847
"817",19,45,"IA","CLINTON",-90.532,41.898,2.08086
"818",19,47,"IA","CRAWFORD",-95.382,42.037,2.2959
"819",19,49,"IA","DALLAS",-94.04,41.685,1.73936
"820",19,51,"IA","DAVIS",-92.41,40.748,1.9739
"821",19,53,"IA","DECATUR",-93.786,40.738,1.85535
"822",19,55,"IA","DELAWARE",-91.367,42.471,1.54458
"823",19,57,"IA","DESMOINES",-91.182,40.923,1.91852
"824",19,59,"IA","DICKINSON",-95.151,43.378,1.44248
"825",19,61,"IA","DUBUQUE",-90.882,42.469,1.7923
"826",19,63,"IA","EMMET",-94.678,43.378,1.40817
"827",19,65,"IA","FAYETTE",-91.844,42.863,1.40393
"828",19,67,"IA","FLOYD",-92.789,43.06,1.44614
"829",19,69,"IA","FRANKLIN",-93.262,42.732,1.40537
"830",19,71,"IA","FREMONT",-95.604,40.746,2.04392
"831",19,73,"IA","GREENE",-94.397,42.036,1.67179
"832",19,75,"IA","GRUNDY",-92.791,42.402,1.65074
"833",19,77,"IA","GUTHRIE",-94.501,41.684,1.92751
"834",19,79,"IA","HAMILTON",-93.707,42.384,1.51476
"835",19,81,"IA","HANCOCK",-93.734,43.082,1.35651
"836",19,83,"IA","HARDIN",-93.24,42.384,1.39916
"837",19,85,"IA","HARRISON",-95.818,41.683,2.22056
"838",19,87,"IA","HENRY",-91.544,40.988,1.98251
"839",19,89,"IA","HOWARD",-92.317,43.357,1.35021
"840",19,91,"IA","HUMBOLDT",-94.207,42.776,1.31844
"841",19,93,"IA","IDA",-95.513,42.387,2.05801
"842",19,95,"IA","IOWA",-92.065,41.686,2.06042
"843",19,97,"IA","JACKSON",-90.575,42.172,2.0683
"844",19,99,"IA","JASPER",-93.054,41.686,2.00405
"845",19,101,"IA","JEFFERSON",-91.949,41.032,1.97368
"846",19,103,"IA","JOHNSON",-91.588,41.672,2.0751
"847",19,105,"IA","JONES",-91.131,42.121,2.04951
"848",19,107,"IA","KEOKUK",-92.178,41.336,1.97922
"849",19,109,"IA","KOSSUTH",-94.207,43.204,1.35361
"850",19,111,"IA","LEE",-91.48,40.642,1.89472
"851",19,113,"IA","LINN",-91.599,42.079,1.87903
"852",19,115,"IA","LOUISA",-91.259,41.219,1.8942
"853",19,117,"IA","LUCAS",-93.327,41.029,1.92126
"854",19,119,"IA","LYON",-96.21,43.381,1.81448
"855",19,121,"IA","MADISON",-94.015,41.331,2.00333
"856",19,123,"IA","MAHASKA",-92.641,41.335,2.05672
"857",19,125,"IA","MARION",-93.099,41.334,2.00521
"858",19,127,"IA","MARSHALL",-92.999,42.036,1.85107
"859",19,129,"IA","MILLS",-95.622,41.033,2.09293
"860",19,131,"IA","MITCHELL",-92.789,43.356,1.45754
"861",19,133,"IA","MONONA",-95.959,42.052,2.13253
"862",19,135,"IA","MONROE",-92.869,41.03,2.00033
"863",19,137,"IA","MONTGOMERY",-95.156,41.03,2.07573
"864",19,139,"IA","MUSCATINE",-91.112,41.484,1.96342
"865",19,141,"IA","OBRIEN",-95.625,43.084,0
"866",19,143,"IA","OSCEOLA",-95.623,43.379,1.68744
"867",19,145,"IA","PAGE",-95.15,40.739,2.02886
"868",19,147,"IA","PALOALTO",-94.678,43.082,1.42983
"869",19,149,"IA","PLYMOUTH",-96.213,42.738,1.9521
"870",19,151,"IA","POCAHONTAS",-94.679,42.734,1.37129
"871",19,153,"IA","POLK",-93.573,41.686,1.74194
"872",19,155,"IA","POTTAWATTAMIE",-95.545,41.337,2.31906
"873",19,157,"IA","POWESHIEK",-92.531,41.686,2.13047
"874",19,159,"IA","RINGGOLD",-94.244,40.735,1.86857
"875",19,161,"IA","SAC",-95.105,42.386,1.82865
"876",19,163,"IA","SCOTT",-90.623,41.637,2.02449
"877",19,165,"IA","SHELBY",-95.31,41.685,2.30849
"878",19,167,"IA","SIOUX",-96.177,43.083,1.86878
"879",19,169,"IA","STORY",-93.465,42.036,1.60388
"880",19,171,"IA","TAMA",-92.532,42.08,1.82407
"881",19,173,"IA","TAYLOR",-94.696,40.737,1.94114
"882",19,175,"IA","UNION",-94.242,41.028,1.83271
"883",19,177,"IA","VANBUREN",-91.95,40.753,2.01222
"884",19,179,"IA","WAPELLO",-92.409,41.031,2.04217
"885",19,181,"IA","WARREN",-93.561,41.334,2.01531
"886",19,183,"IA","WASHINGTON",-91.718,41.336,2.16989
"887",19,185,"IA","WAYNE",-93.327,40.739,1.93527
