"","idnum","state","state2","stfips","zip","region","typebldg","floor","room","basement","windoor","rep","stratum","wave","starttm","stoptm","startdt","stopdt","activity","pcterr","adjwt","dupflag","zipflag","cntyfips","county"
"1648",1648,"IN","IN",18,46818,2,1,0,2,"Y",NA," 5",2," 67",1820,1820,32488,32688,1.8,12.8,303.792038,0,0,3,"ALLEN               "
"1649",1649,"IN","IN",18,46818,2,1,0,4,"Y",NA," 2",2," 73",715,715,40488,40488,3.3,8,294.103102,0,0,3,"ALLEN               "
"1650",1650,"IN","IN",18,46818,2,1,0,4,"Y",NA," 2",2," 78",630,630,41688,41888,1.8,10.4,294.103102,1,0,3,"ALLEN               "
"1651",1651,"IN","IN",18,46819,2,1,1,3,"N",NA," 5",2," 29",1140,1140,122387,122587,2.1,12.3,303.792038,1,0,3,"ALLEN               "
"1652",1652,"IN","IN",18,46819,2,1,0,4,"Y",NA," 2",2," 24",1810,1850,122287,122487,7.9,4.7,294.103102,0,0,3,"ALLEN               "
"1653",1653,"IN","IN",18,46819,2,1,1,7,"N",NA," 5",2," 30",915,930,11288,11488,1.6,19.3,303.792038,0,0,3,"ALLEN               "
"1654",1654,"IN","IN",18,46819,2,1,0,2,"Y",NA," 3",2," 61",1415,1415,40488,40488,1,20.9,292.219535,0,0,3,"ALLEN               "
"1655",1655,"IN","IN",18,46819,2,1,0,2,"Y",NA," 1",2," 87",1700,1700,11389,11589,1,18.8,329.47783,0,0,3,"ALLEN               "
"1656",1656,"IN","IN",18,46819,2,1,1,1,"N",NA," 1",2," 94",1800,2100,21889,22089,1.1,14.1,329.47783,0,0,3,"ALLEN               "
"1657",1657,"IN","IN",18,46819,2,1,1,1,"N",NA," 2",2,"113",1815,1815,30389,30389,1.3,18.5,294.103102,0,0,3,"ALLEN               "
"1658",1658,"IN","IN",18,46819,2,1,1,1,"N",NA," 1",2,"  6",2200,2200,120288,121188,10.9,3.3,329.47783,0,0,3,"ALLEN               "
"1659",1659,"IN","IN",18,46825,2,1,1,3,"N",NA," 1",2," 30",1724,1240,10188,10188,2.5,8.4,329.47783,0,0,3,"ALLEN               "
"1660",1660,"IN","IN",18,46825,2,1,1,2,"N",NA," 4",2," 44",1815,1817,31688,31888,1.1,20.5,288.889304,0,0,3,"ALLEN               "
"1661",1661,"IN","IN",18,46825,2,1,1,3,"N",NA," 2",2," 83",1735,1810,42188,42388,0.7,27.2,294.103102,0,0,3,"ALLEN               "
"1662",1662,"IN","IN",18,46825,2,1,1,2,"N",NA," 4",2," 99",1815,1825,21389,21589,1.7,20.3,288.889304,0,0,3,"ALLEN               "
"1663",1663,"IN","IN",18,46825,2,1,1,3,"N",NA," 4",2,"106",2300,2300,22389,22589,0.9,20.4,288.889304,0,0,3,"ALLEN               "
"1664",1664,"IN","IN",18,46825,2,1,1,1,"N",NA," 1",2,"124",1330,1335,32989,33189,0.8,33,329.47783,0,0,3,"ALLEN               "
"1665",1665,"IN","IN",18,46835,2,1,0,2,"Y",NA," 5",2," 22",1420,1440,122287,122487,2.7,10.8,303.792038,0,0,3,"ALLEN               "
"1666",1666,"IN","IN",18,46835,2,1,1,1,"N",NA," 4",2," 24",1445,1815,122387,122587,3.7,6.5,288.889304,0,0,3,"ALLEN               "
"1667",1667,"IN","IN",18,46835,2,1,1,1,"N",NA," 4",2," 28",1035,1119,122387,122587,6.1,4.6,288.889304,0,0,3,"ALLEN               "
"1668",1668,"IN","IN",18,46835,2,1,0,4,"Y",NA," 2",2," 26",1030,1030,11288,11488,1,30,294.103102,0,0,3,"ALLEN               "
"1669",1669,"IN","IN",18,46835,2,1,1,2,"N",NA," 2",2," 25",1425,1425,11288,11488,0.7,40,294.103102,1,0,3,"ALLEN               "
"1670",1670,"IN","IN",18,46835,2,1,1,3,"N",NA," 4",2," 25",1505,1505,11288,11488,0.7,33.5,288.889304,0,0,3,"ALLEN               "
"1671",1671,"IN","IN",18,46835,2,1,1,2,"N",NA," 5",2," 31",2235,132,11588,11888,1.5,29.1,303.792038,0,0,3,"ALLEN               "
"1672",1672,"IN","IN",18,46835,2,1,0,2,"Y",NA," 1",2," 36",1300,1330,12988,13188,5,5.6,329.47783,0,0,3,"ALLEN               "
"1673",1673,"IN","IN",18,46835,2,1,1,7,"N",NA," 5",2," 36",1800,1700,12988,20288,0.5,29.3,303.792038,0,0,3,"ALLEN               "
"1674",1674,"IN","IN",18,46835,2,1,1,2,"N",NA," 5",2," 40",2340,2340,12888,13088,1.4,17.3,303.792038,1,0,3,"ALLEN               "
"1675",1675,"IN","IN",18,46835,2,1,0,0," ",NA," 2",2," 39",830,830,13188,20288,3,6.8,294.103102,0,0,3,"ALLEN               "
"1676",1676,"IN","IN",18,46835,2,0,9,0," ",NA," 1",2," 43",2100,2100,22488,22688,2.2,13.8,329.47783,0,0,3,"ALLEN               "
"1677",1677,"IN","IN",18,46835,2,1,0,4,"Y",NA," 3",2," 47",1005,1001,30388,31188,7,4.9,292.219535,0,0,3,"ALLEN               "
"1678",1678,"IN","IN",18,46835,2,1,1,1,"N",NA," 1",2," 57",2000,2000,30388,31088,0.2,0,329.47783,0,0,3,"ALLEN               "
"1679",1679,"IN","IN",18,46835,2,1,0,4,"Y",NA," 5",2," 65",1230,1230,42588,42788,3.4,9.8,303.792038,0,0,3,"ALLEN               "
"1680",1680,"IN","IN",18,46835,2,1,1,2,"N",NA," 3",2," 87",1800,2000,11689,11889,2.5,10.9,292.219535,0,0,3,"ALLEN               "
"1681",1681,"IN","IN",18,46835,2,1,1,2,"N",NA," 3",2," 92",2230,2235,11489,11689,1.6,12.7,292.219535,0,0,3,"ALLEN               "
"1682",1682,"IN","IN",18,46835,2,1,0,4,"Y",NA," 5",2,"100",1315,1315,21189,21389,1.1,17,303.792038,0,0,3,"ALLEN               "
"1683",1683,"IN","IN",18,46835,2,1,1,3,"N",NA," 4",2,"108",2326,2326,22489,22689,14.9,2.5,288.889304,0,0,3,"ALLEN               "
"1684",1684,"IN","IN",18,46835,2,5,0,7,"Y",NA," 4",2,"115",1330,1330,30389,30389,1.5,14,288.889304,0,0,3,"ALLEN               "
"1685",1685,"IN","IN",18,46835,2,1,1,3,"N",NA," 2",2,"  7",1400,1530,121888,122088,1.8,22.8,294.103102,0,0,3,"ALLEN               "
"1686",1686,"IN","IN",18,46835,2,1,1,3,"N",NA," 3",2," 12",1545,1535,122988,123188,3.5,9.7,292.219535,0,0,3,"ALLEN               "
"1687",1687,"IN","IN",18,46845,2,1,0,4,"Y",NA," 3",2," 33",1200,1200,12988,13188,3,7.3,292.219535,0,0,3,"ALLEN               "
"1688",1688,"IN","IN",18,46845,2,1,1,2,"N",NA," 5",2," 59",1945,2300,31288,31488,0.8,22.4,303.792038,0,0,3,"ALLEN               "
"1689",1689,"IN","IN",18,46845,2,1,0,4,"Y",NA," 4",2,"115",1915,1915,31189,31389,4.2,6,288.889304,0,0,3,"ALLEN               "
"1690",1690,"IN","IN",18,46845,2,1,0,4,"Y",NA," 5",2,"119",2230,2230,31789,31989,4.4,6.6,303.792038,0,0,3,"ALLEN               "
"1691",1691,"IN","IN",18,46124,4,1,0,4,"Y",NA," 5",3," 69",1325,1945,31988,32188,18.1,2.4,478.268046,0,0,5,"BARTHOLOMEW         "
"1692",1692,"IN","IN",18,46124,4,1,0,2,"Y",NA," 3",3," 83",130,130,42788,42988,12.1,3.4,486.637701,0,0,5,"BARTHOLOMEW         "
"1693",1693,"IN","IN",18,47201,4,1,0,4,"Y",NA," 5",3," 31",1330,1330,10188,11088,17.6,3.1,478.268046,0,0,5,"BARTHOLOMEW         "
"1694",1694,"IN","IN",18,47201,4,1,1,3,"N",NA," 4",3," 58",1730,1736,30388,31088,0.5,0,481.44347,0,0,5,"BARTHOLOMEW         "
"1695",1695,"IN","IN",18,47201,4,1,0,4,"Y",NA," 1",3," 67",1800,1800,32888,33088,8.3,5.4,475.387455,0,0,5,"BARTHOLOMEW         "
"1696",1696,"IN","IN",18,47201,4,1,0,2,"Y",NA," 2",3," 73",1830,1830,40488,40488,1.7,14.9,433.443927,0,0,5,"BARTHOLOMEW         "
"1697",1697,"IN","IN",18,47201,4,0,1,0," ",NA," 5",3," 73",700,1900,40488,40488,2.6,11.8,478.268046,0,0,5,"BARTHOLOMEW         "
"1698",1698,"IN","IN",18,47201,4,1,0,4,"Y",NA," 5",3," 80",1000,1500,41088,41288,8.2,4,478.268046,0,0,5,"BARTHOLOMEW         "
"1699",1699,"IN","IN",18,47201,4,1,1,2,"Y",NA," 4",3," 90",945,1300,11789,11989,4.4,6.9,481.44347,0,0,5,"BARTHOLOMEW         "
"1700",1700,"IN","IN",18,47201,4,1,0,4,"Y",NA," 3",3,"109",2200,2200,22689,22889,5.9,7.2,486.637701,0,0,5,"BARTHOLOMEW         "
"1701",1701,"IN","IN",18,47201,4,1,0,4,"Y",NA," 2",3,"125",1900,1905,32289,32489,5.1,23.1,433.443927,0,0,5,"BARTHOLOMEW         "
"1702",1702,"IN","IN",18,47201,4,1,1,1,"N",NA," 5",3,"  3",1000,1000,121288,121488,2.9,10,478.268046,0,0,5,"BARTHOLOMEW         "
"1703",1703,"IN","IN",18,47201,4,1,0,4,"Y",NA," 2",3,"  6",1900,1900,120288,120288,13.4,3.3,433.443927,0,0,5,"BARTHOLOMEW         "
"1704",1704,"IN","IN",18,47201,4,1,1,3,"N",NA," 3",3," 11",1600,1600,122888,123088,2.3,11.3,486.637701,0,0,5,"BARTHOLOMEW         "
"1705",1705,"IN","IN",18,47203,4,1,1,0," ",NA," 2",3," 29",900,700,123187,10188,1.2,13.5,433.443927,0,0,5,"BARTHOLOMEW         "
"1706",1706,"IN","IN",18,47203,4,1,1,1,"N",NA," 5",3," 39",1905,1905,20288,21188,2.7,11.3,478.268046,0,0,5,"BARTHOLOMEW         "
"1707",1707,"IN","IN",18,47203,4,1,1,2,"N",NA," 1",3," 44",900,900,22488,22688,0.5,37.8,475.387455,1,0,5,"BARTHOLOMEW         "
"1708",1708,"IN","IN",18,47203,4,1,1,2,"Y",NA," 1",3," 50",1310,1407,30388,30388,4.2,7,475.387455,0,0,5,"BARTHOLOMEW         "
"1709",1709,"IN","IN",18,47203,4,1,1,1,"N",NA," 1",3," 64",1700,1740,31688,31888,9.7,3.8,475.387455,0,0,5,"BARTHOLOMEW         "
"1710",1710,"IN","IN",18,47203,4,1,0,4,"Y",NA," 3",3," 63",645,645,31988,32188,2.3,11.7,486.637701,0,0,5,"BARTHOLOMEW         "
"1711",1711,"IN","IN",18,47203,4,1,1,7,"N",NA," 5",3," 70",1300,1250,41688,41888,7.6,4.3,478.268046,0,0,5,"BARTHOLOMEW         "
"1712",1712,"IN","IN",18,47203,4,1,0,7,"Y",NA," 1",3," 75",1930,1930,41088,41288,5.5,8.1,475.387455,0,0,5,"BARTHOLOMEW         "
"1713",1713,"IN","IN",18,47203,4,1,0,2,"Y",NA," 2",3," 92",2010,2010,12589,12789,5,5.5,433.443927,1,0,5,"BARTHOLOMEW         "
"1714",1714,"IN","IN",18,47203,4,1,0,7,"Y",NA," 1",3,"125",1835,1855,33089,40489,4.6,7.1,475.387455,0,0,5,"BARTHOLOMEW         "
"1715",1715,"IN","IN",18,47246,4,1,0,4,"Y",NA," 2",3," 41",800,800,31888,32088,3.4,8.9,433.443927,0,0,5,"BARTHOLOMEW         "
"1716",1716,"IN","IN",18,47246,4,1,1,3,"N",NA," 1",4," 63",650,804,33188,40488,0.8,30.7,1020.338568,0,0,5,"BARTHOLOMEW         "
"1717",1717,"IN","IN",18,47246,4,1,0,4,"Y",NA," 1",3,"106",1930,1930,30389,30389,4.3,5.7,475.387455,0,0,5,"BARTHOLOMEW         "
"1718",1718,"IN","IN",18,47246,4,1,1,3,"N",NA," 4",3,"115",2315,2315,30389,30389,0.4,0,481.44347,0,0,5,"BARTHOLOMEW         "
"1719",1719,"IN","IN",18,47971,1,1,0,4,"Y",NA," 1",4," 41",930,930,22088,22288,1.4,11.7,1020.338568,0,0,7,"BENTON              "
"1720",1720,"IN","IN",18,47971,1,1,0,4,"Y",NA," 4",4," 95",1435,1440,20289,21189,5.3,5.6,1020.671374,0,0,7,"BENTON              "
"1721",1721,"IN","IN",18,47348,3,1,1,2,"Y",NA," 4",4," 46",1035,1030,30388,30388,2.6,7.6,1020.671374,0,0,9,"BLACKFORD           "
"1722",1722,"IN","IN",18,47348,3,1,1,3,"N",NA," 2",4,"123",2200,2200,40489,40489,0.5,0,926.464939,0,0,9,"BLACKFORD           "
"1723",1723,"IN","IN",18,47359,3,1,1,3,"N",NA," 3",4," 39",1810,1810,12788,12988,0.3,0,959.252049,0,0,9,"BLACKFORD           "
"1724",1724,"IN","IN",18,47359,3,1,1,3,"N",NA," 2",4," 51",1500,1500,40488,40488,1.3,17.3,926.464939,0,0,9,"BLACKFORD           "
"1725",1725,"IN","IN",18,46052,3,1,0,4,"Y",NA," 1",4," 22",1342,1350,121787,121987,4.4,7.6,1020.338568,0,0,11,"BOONE               "
"1726",1726,"IN","IN",18,46052,3,1,1,1,"N",NA," 3",4," 31",1115,1100,11288,11488,3,10.9,959.252049,0,0,11,"BOONE               "
"1727",1727,"IN","IN",18,46052,3,1,1,1,"N",NA," 5",4," 31",1125,1125,11288,11488,3,11.1,807.816495,0,0,11,"BOONE               "
"1728",1728,"IN","IN",18,46052,3,1,0,7,"Y",NA," 3",4," 37",1230,1230,21288,21488,6.7,4.2,959.252049,0,0,11,"BOONE               "
"1729",1729,"IN","IN",18,46052,3,1,1,3,"N",NA," 3",4," 76",630,647,40488,40488,0.6,30,959.252049,0,0,11,"BOONE               "
"1730",1730,"IN","IN",18,46052,3,1,1,5,"N",NA," 2",4,"121",1230,1230,31589,31789,6,5.8,926.464939,0,0,11,"BOONE               "
"1731",1731,"IN","IN",18,46071,3,1,1,3,"N",NA," 2",4,"113",1430,1440,31389,31589,0.7,47,926.464939,0,0,11,"BOONE               "
"1732",1732,"IN","IN",18,46075,3,1,1,3,"N",NA," 3",4," 70",1000,1400,32088,32288,6.8,4.3,959.252049,0,0,11,"BOONE               "
"1733",1733,"IN","IN",18,46077,3,1,1,3,"Y",NA," 3",4,"  2",1520,1530,112688,112888,5.1,5.5,959.252049,0,0,11,"BOONE               "
"1734",1734,"IN","IN",18,47201,3,1,1,2,"N",NA," 1",3,"102",1800,1800,21189,21389,2.3,19.4,475.387455,0,0,13,"BROWN               "
"1735",1735,"IN","IN",18,47448,3,1,1,3,"N",NA," 3",4," 33",1930,2030,22288,22488,8.5,5,959.252049,0,0,13,"BROWN               "
"1736",1736,"IN","IN",18,47448,3,1,0,4,"Y",NA," 5",4," 74",1330,1305,33188,40488,2.3,10.9,807.816495,0,0,13,"BROWN               "
"1737",1737,"IN","IN",18,46915,1,1,1,3,"N",NA," 2",3," 51",915,915,30388,30388,1.7,11.7,433.443927,0,0,15,"CARROLL             "
"1738",1738,"IN","IN",18,46915,1,1,3,2,"N",NA," 1",3,"101",0,1130,22289,22489,0,0,475.387455,0,0,15,"CARROLL             "
"1739",1739,"IN","IN",18,46923,1,1,1,7,"N",NA," 3",3," 58",730,730,30388,31188,0.6,36.1,486.637701,0,0,15,"CARROLL             "
"1740",1740,"IN","IN",18,46923,1,1,1,2,"N",NA," 5",3," 83",2100,2100,41188,41388,1.2,22.6,478.268046,0,0,15,"CARROLL             "
"1741",1741,"IN","IN",18,46923,1,1,1,3,"N",NA," 2",3,"101",900,900,21189,21389,5.2,5.2,433.443927,0,0,15,"CARROLL             "
"1742",1742,"IN","IN",18,46929,1,1,0,0,"Y",NA," 5",3," 56",530,530,31688,31888,5.6,5.2,478.268046,0,0,15,"CARROLL             "
"1743",1743,"IN","IN",18,46929,1,1,1,3,"N",NA," 1",3," 68",2030,2030,40488,40488,2.3,16.1,475.387455,0,0,15,"CARROLL             "
"1744",1744,"IN","IN",18,46932,2,1,1,3,"N",NA," 1",4," 68",1800,1815,31688,31888,0.6,34.1,1020.338568,0,0,17,"CASS                "
"1745",1745,"IN","IN",18,46947,2,1,0,4,"Y",NA," 3",4," 66",1730,1730,32888,33088,6,6.4,959.252049,0,0,17,"CASS                "
"1746",1746,"IN","IN",18,46947,2,1,1,1,"N",NA," 5",4," 89",1000,1000,123088,10189,1.3,18.9,807.816495,0,0,17,"CASS                "
"1747",1747,"IN","IN",18,46947,2,1,0,4,"Y",NA," 1",4," 94",2300,2200,20289,20289,3.9,6.4,1020.338568,0,0,17,"CASS                "
"1748",1748,"IN","IN",18,46978,2,1,0,4,"Y",NA," 4",4,"  7",1330,1100,122888,10189,5,5.7,1020.671374,0,0,17,"CASS                "
"1749",1749,"IN","IN",18,46994,2,1,1,2,"N",NA," 5",4," 36",1630,1706,12888,13088,4.8,6.4,807.816495,0,0,17,"CASS                "
"1750",1750,"IN","IN",18,47106,4,5,1,1,"N",NA," 2",1," 57",930,910,30388,31188,3.7,8.3,167.080875,0,0,19,"CLARK               "
"1751",1751,"IN","IN",18,47106,4,1,1,2,"N",NA," 3",1," 71",1221,1222,32388,32588,0.3,0,173.523398,0,0,19,"CLARK               "
"1752",1752,"IN","IN",18,47106,4,1,0,4,"Y",NA," 1",1," 78",1830,1830,41188,41388,5.2,6.4,211.505115,1,0,19,"CLARK               "
"1753",1753,"IN","IN",18,47106,4,1,1,2,"N",NA," 5",3," 93",1910,2210,21189,21389,5.5,5,478.268046,0,0,19,"CLARK               "
"1754",1754,"IN","IN",18,47111,4,1,1,1,"Y",NA," 4",1," 29",1620,1650,20288,20288,6.3,4.2,208.106942,0,0,19,"CLARK               "
"1755",1755,"IN","IN",18,47111,4,1,0,4,"Y",NA," 2",1," 27",958,1106,40488,40488,9.5,3.2,167.080875,0,0,19,"CLARK               "
"1756",1756,"IN","IN",18,47111,4,1,0,4,"Y",NA," 5",1," 34",1540,1410,20288,20288,3.8,6.9,235.47133,0,0,19,"CLARK               "
"1757",1757,"IN","IN",18,47111,4,1,0,4,"Y",NA," 2",1," 36",1500,1500,20288,20288,2.2,10.5,167.080875,0,0,19,"CLARK               "
"1758",1758,"IN","IN",18,47111,4,1,0,4,"Y",NA," 4",1," 40",1830,1940,12988,13188,7.6,7.7,208.106942,0,0,19,"CLARK               "
"1759",1759,"IN","IN",18,47111,4,1,0,4,"Y",NA," 2",1," 59",1500,2000,30388,31188,6.1,4.7,167.080875,0,0,19,"CLARK               "
"1760",1760,"IN","IN",18,47111,4,1,1,2,"N",NA," 3",1," 56",945,945,33188,40488,3,8,173.523398,0,0,19,"CLARK               "
"1761",1761,"IN","IN",18,47111,4,1,1,3,"N",NA," 4",1," 78",1100,1100,41388,41588,1.7,13.6,208.106942,0,0,19,"CLARK               "
"1762",1762,"IN","IN",18,47111,4,1,1,1,"N",NA," 1",1," 89",1853,1920,122888,123088,2.1,12.3,211.505115,0,0,19,"CLARK               "
"1763",1763,"IN","IN",18,47111,4,1,1,3,"N",NA," 3",1,"115",1800,1800,30389,30389,0.8,28.3,173.523398,0,0,19,"CLARK               "
"1764",1764,"IN","IN",18,47126,4,1,1,3,"N",NA," 3",1," 63",800,800,40488,40488,0.4,0,173.523398,0,0,19,"CLARK               "
"1765",1765,"IN","IN",18,47126,4,1,1,7,"N",NA," 3",1," 96",1159,1159,21189,21389,0.9,19.5,173.523398,1,0,19,"CLARK               "
"1766",1766,"IN","IN",18,47130,4,1,0,0,"Y",NA," 3",1," 22",1500,1530,120287,121087,8.2,4.2,173.523398,0,0,19,"CLARK               "
"1767",1767,"IN","IN",18,47130,4,1,0,3,"Y",NA," 5",1," 26",1200,1200,11588,11788,1,18.6,235.47133,0,0,19,"CLARK               "
"1768",1768,"IN","IN",18,47130,4,1,0,4,"Y",NA," 1",1," 33",906,918,20288,21188,2.4,13.7,211.505115,0,0,19,"CLARK               "
"1769",1769,"IN","IN",18,47130,4,1,0,4,"Y",NA," 5",1," 32",1000,1000,12388,12588,2.2,8.3,235.47133,0,0,19,"CLARK               "
"1770",1770,"IN","IN",18,47130,4,1,1,3,"Y",NA," 2",1," 34",1730,1000,11788,11988,6.5,4.7,167.080875,0,0,19,"CLARK               "
"1771",1771,"IN","IN",18,47130,4,1,0,7,"Y",NA," 5",1," 37",2125,2230,12788,12988,3.7,8.8,235.47133,0,0,19,"CLARK               "
"1772",1772,"IN","IN",18,47130,4,1,0,4,"Y",NA," 3",1," 38",1335,1335,12088,12288,1.7,12.9,173.523398,0,0,19,"CLARK               "
"1773",1773,"IN","IN",18,47130,4,1,1,1,"N",NA," 1",1," 44",1030,1100,21288,21488,4.7,6.1,211.505115,0,0,19,"CLARK               "
"1774",1774,"IN","IN",18,47130,4,1,1,3,"N",NA," 2",1," 46",1435,1435,22988,30388,0.5,26.5,167.080875,0,0,19,"CLARK               "
"1775",1775,"IN","IN",18,47130,4,1,1,2,"N",NA," 2",1," 49",1400,1400,22988,30388,0.9,32.4,167.080875,0,0,19,"CLARK               "
"1776",1776,"IN","IN",18,47130,4,1,1,1,"N",NA," 3",1," 50",2000,2000,22588,22788,1.1,45.3,173.523398,0,0,19,"CLARK               "
"1777",1777,"IN","IN",18,47130,4,1,1,1,"N",NA," 1",1," 47",1730,1820,30388,30388,1.2,22.8,211.505115,0,0,19,"CLARK               "
"1778",1778,"IN","IN",18,47130,4,1,1,3,"N",NA," 3",1," 60",1924,1500,42488,42888,1,22.6,173.523398,0,0,19,"CLARK               "
"1779",1779,"IN","IN",18,47130,4,1,0,4,"Y",NA," 3",1," 55",1800,1800,33188,40488,3.2,9.5,173.523398,0,0,19,"CLARK               "
"1780",1780,"IN","IN",18,47130,4,1,0,7,"Y",NA," 1",1," 58",1115,0,31088,31288,3.1,9,211.505115,0,0,19,"CLARK               "
"1781",1781,"IN","IN",18,47130,4,1,1,3,"N",NA," 5",1," 56",800,800,40488,40488,1.1,18.2,235.47133,0,0,19,"CLARK               "
"1782",1782,"IN","IN",18,47130,4,1,0,2,"Y",NA," 2",1," 56",1530,1530,40488,40488,1.4,15.6,167.080875,0,0,19,"CLARK               "
"1783",1783,"IN","IN",18,47130,4,1,0,4,"Y",NA," 5",1," 65",300,300,33188,40488,3.7,9.3,235.47133,0,0,19,"CLARK               "
"1784",1784,"IN","IN",18,47130,4,1,0,2,"Y",NA," 2",1," 70",1300,1332,31888,32088,1.1,18.4,167.080875,0,0,19,"CLARK               "
"1785",1785,"IN","IN",18,47130,4,1,0,4,"Y",NA," 3",1," 69",1615,2148,31888,32088,0.8,23.3,173.523398,0,0,19,"CLARK               "
"1786",1786,"IN","IN",18,47130,4,1,0,2,"N",NA," 4",1," 70",945,1100,32388,32588,12.3,3.1,208.106942,0,0,19,"CLARK               "
"1787",1787,"IN","IN",18,47130,4,1,0,7,"Y",NA," 1",1," 63",1342,1355,31988,32188,1.5,27,211.505115,0,0,19,"CLARK               "
"1788",1788,"IN","IN",18,47130,4,1,1,3,"N",NA," 4",1," 73",1700,1700,32588,32788,2.9,8.5,208.106942,0,0,19,"CLARK               "
"1789",1789,"IN","IN",18,47130,4,1,0,2,"Y",NA," 4",1," 75",1030,1030,40488,40488,1.2,21.2,208.106942,0,0,19,"CLARK               "
"1790",1790,"IN","IN",18,47130,4,1,0,4,"Y",NA," 2",1," 75",1200,1200,40488,40488,2.8,8.8,167.080875,0,0,19,"CLARK               "
"1791",1791,"IN","IN",18,47130,4,1,0,2,"Y",NA," 5",1," 76",1800,1800,40488,40488,0.9,23.9,235.47133,0,0,19,"CLARK               "
"1792",1792,"IN","IN",18,47130,4,1,0,4,"Y",NA," 2",1," 77",621,621,40488,40488,2.2,8.9,167.080875,0,0,19,"CLARK               "
"1793",1793,"IN","IN",18,47130,4,0,1,0," ",NA," 4",1," 61",2200,2200,40488,40488,1.6,19,208.106942,0,0,19,"CLARK               "
"1794",1794,"IN","IN",18,47130,4,1,0,4,"Y",NA," 3",1," 77",1800,1800,40488,41388,1.1,24.5,173.523398,0,0,19,"CLARK               "
"1795",1795,"IN","IN",18,47130,4,1,1,3,"N",NA," 4",1," 81",1730,2030,41288,41488,0.8,27.5,208.106942,0,0,19,"CLARK               "
"1796",1796,"IN","IN",18,47130,4,1,1,1,"Y",NA," 1",1," 79",1700,732,40488,41288,0.5,24,211.505115,0,0,19,"CLARK               "
"1797",1797,"IN","IN",18,47130,4,1,0,0,"Y",NA," 4",1," 84",2045,2045,41188,41388,0.6,45.2,208.106942,0,0,19,"CLARK               "
"1798",1798,"IN","IN",18,47130,4,1,0,7,"Y",NA," 2",1," 84",1610,1610,41188,41388,1.8,14.8,167.080875,0,0,19,"CLARK               "
"1799",1799,"IN","IN",18,47130,4,1,0,4,"Y",NA," 2",1," 86",2100,2100,112888,113088,1.2,22.2,167.080875,0,0,19,"CLARK               "
"1800",1800,"IN","IN",18,47130,4,1,0,4,"Y",NA," 5",1," 90",2110,2114,12389,12589,2.3,13.2,235.47133,0,0,19,"CLARK               "
"1801",1801,"IN","IN",18,47130,4,1,1,1,"N",NA," 1",1," 90",715,715,122888,123088,0.8,31.6,211.505115,0,0,19,"CLARK               "
"1802",1802,"IN","IN",18,47130,4,1,1,1,"N",NA," 3",1," 87",2040,2140,11589,11789,4.9,7.3,173.523398,0,0,19,"CLARK               "
"1803",1803,"IN","IN",18,47130,4,1,1,1,"N",NA," 2",1," 91",1900,1900,11789,11989,1.6,22.1,167.080875,0,0,19,"CLARK               "
"1804",1804,"IN","IN",18,47130,4,0,9,0," ",NA," 5",3," 91",1500,1500,12089,12289,0.8,25.3,478.268046,1,0,19,"CLARK               "
"1805",1805,"IN","IN",18,47130,4,1,1,3,"N",NA," 5",1," 92",1600,1600,11989,12189,0.9,26.1,235.47133,0,0,19,"CLARK               "
"1806",1806,"IN","IN",18,47130,4,1,2,3,"N",NA," 3",1," 92",900,1000,12789,12989,2.5,28.1,173.523398,0,0,19,"CLARK               "
"1807",1807,"IN","IN",18,47130,4,1,0,4,"Y",NA," 3",1," 94",47,50,20289,20289,1.4,16.9,173.523398,0,0,19,"CLARK               "
"1808",1808,"IN","IN",18,47130,4,1,0,4,"Y",NA," 4",1," 99",1100,1100,21889,22089,3,7.3,208.106942,0,0,19,"CLARK               "
"1809",1809,"IN","IN",18,47130,4,0,9,0," ",NA," 4",1," 97",2210,2210,21189,21389,7.9,4.3,208.106942,0,0,19,"CLARK               "
"1810",1810,"IN","IN",18,47130,4,1,0,0,"Y",NA," 5",1,"104",1000,1000,21889,22089,1.4,15.3,235.47133,0,0,19,"CLARK               "
"1811",1811,"IN","IN",18,47130,4,1,0,4,"Y",NA," 2",1,"105",1300,1300,21789,21989,4.9,6.5,167.080875,0,0,19,"CLARK               "
"1812",1812,"IN","IN",18,47130,4,1,1,1,"N",NA," 2",1,"104",1600,1700,21989,22189,0.1,0,167.080875,0,0,19,"CLARK               "
"1813",1813,"IN","IN",18,47130,4,1,0,4,"Y",NA," 3",1,"103",1900,1900,30389,30389,2.2,12.2,173.523398,0,0,19,"CLARK               "
"1814",1814,"IN","IN",18,47130,4,1,1,1,"N",NA," 1",1,"106",1230,1230,31589,31789,1.5,15.2,211.505115,0,0,19,"CLARK               "
"1815",1815,"IN","IN",18,47130,4,1,0,4,"Y",NA," 2",1,"113",1845,545,31089,31389,1.3,12.8,167.080875,0,0,19,"CLARK               "
"1816",1816,"IN","IN",18,47130,4,1,0,4,"Y",NA," 3",1,"112",1800,1800,30389,30389,3.1,12.8,173.523398,0,0,19,"CLARK               "
"1817",1817,"IN","IN",18,47130,4,1,1,7,"N",NA," 2",1,"113",2008,2007,31289,31489,0.7,26.9,167.080875,0,0,19,"CLARK               "
"1818",1818,"IN","IN",18,47130,4,1,0,4,"Y",NA," 3",1,"120",1100,1100,32089,32289,2.2,14.6,173.523398,0,0,19,"CLARK               "
